Country code	Sector code	Area	Production	Green water intensity	Blue water intensity	Grey water intensity	Total green water	Total blue water	Total grey water
"DNK"	"whea"	"1,221,100"	"6,140,475"	"479"	"3"	"102"	"2,944"	"16"	"627"
"DNK"	"ocer"	"188,880"	"828,896"	"430"	"0"	"100"	"356"	"0"	"83"
"DNK"	"puls"	"6,600"	"90,979"	"566"	"0"	"0"	"51"	"0"	"0"
"DNK"	"oils"	"142,600"	"489,312"	"5,642"	"3"	"0"	"2,761"	"1"	"0"
"DNK"	"ipot"	"52,000"	"1,806,766"	"76"	"16"	"17"	"137"	"29"	"31"
"DNK"	"leaf"	"3,200"	"90,127"	"173"	"2"	"107"	"16"	"0"	"10"
"DNK"	"vege"	"7,120"	"233,589"	"112"	"9"	"82"	"26"	"2"	"19"
"DNK"	"sugr"	"34,300"	"2,107,616"	"215"	"0"	"38"	"453"	"0"	"80"
"DNK"	"nuts"	"0"	"4"	"4,405"	"8"	"0"	"0"	"0"	"0"
"DNK"	"frui"	"4,150"	"51,439"	"724"	"16"	"0"	"37"	"1"	"0"
"DNK"	"ocrp"	"0"	"53"	"4,940"	"34"	"0"	"0"	"0"	"0"
"DNK"	"catt"	"0"	"129,379"	"3,672"	"89"	"324"	"475"	"12"	"42"
"DNK"	"milk"	"0"	"5,693,890"	"433"	"17"	"50"	"2,465"	"97"	"285"
"DNK"	"poul"	"0"	"156,534"	"1,346"	"18"	"194"	"211"	"3"	"30"
"DNK"	"eggs"	"0"	"99,145"	"1,413"	"26"	"201"	"140"	"3"	"20"
"DNK"	"smlr"	"0"	"1,671"	"2,488"	"259"	"4"	"4"	"0"	"0"
"DNK"	"oliv"	"0"	"1,588,448"	"11,747"	"571"	"955"	"18,660"	"907"	"1,517"
"DNK"	"aqua"	"0"	"39"	"1,629"	"179"	"166"	"0"	"0"	"0"
"DNK"	"fish"	"0"	"905"	"0"	"0"	"0"	"0"	"0"	"0"
"DNK"	"meat"	"0"	"1,051,477"	"0"	"0"	"0"	"0"	"0"	"0"
"DNK"	"fsea"	"0"	"53"	"0"	"0"	"0"	"0"	"0"	"0"
"DNK"	"fveg"	"0"	"488,188"	"0"	"2"	"0"	"0"	"1"	"0"
"DNK"	"foil"	"0"	"444,140"	"0"	"0"	"0"	"0"	"0"	"0"
"DNK"	"dair"	"0"	"3,445,288"	"0"	"2"	"0"	"0"	"6"	"0"
"DNK"	"mmll"	"0"	"31,866"	"0"	"2"	"0"	"0"	"0"	"0"
"DNK"	"wmll"	"0"	"249,257"	"0"	"2"	"0"	"0"	"0"	"0"
"DNK"	"gmll"	"0"	"94,016"	"0"	"2"	"0"	"0"	"0"	"0"
"DNK"	"sref"	"0"	"951,090"	"0"	"1"	"0"	"0"	"1"	"0"
"DNK"	"pcof"	"0"	"13,915"	"0"	"5"	"0"	"0"	"0"	"0"
"DNK"	"food"	"0"	"341,382"	"0"	"2"	"0"	"0"	"1"	"0"
"DNK"	"beve"	"0"	"669,346"	"0"	"8"	"0"	"0"	"5"	"0"
"DOM"	"maiz"	"26,111"	"44,590"	"2,989"	"0"	"0"	"133"	"0"	"0"
"DOM"	"sorg"	"667"	"985"	"1,562"	"0"	"0"	"2"	"0"	"0"
"DOM"	"rice"	"192,604"	"1,007,750"	"1,134"	"1,218"	"0"	"1,143"	"1,227"	"0"
"DOM"	"puls"	"63,496"	"80,353"	"2,666"	"0"	"0"	"214"	"0"	"0"
"DOM"	"gnut"	"4,776"	"6,450"	"9,890"	"36"	"0"	"64"	"0"	"0"
"DOM"	"oils"	"71,307"	"755,492"	"3,244"	"0"	"0"	"2,451"	"0"	"0"
"DOM"	"cass"	"21,671"	"169,957"	"1,058"	"0"	"0"	"180"	"0"	"0"
"DOM"	"ipot"	"3,321"	"88,557"	"168"	"0"	"0"	"15"	"0"	"0"
"DOM"	"spot"	"6,664"	"52,760"	"884"	"13"	"0"	"47"	"1"	"0"
"DOM"	"root"	"9,546"	"63,452"	"941"	"7"	"0"	"60"	"0"	"0"
"DOM"	"leaf"	"15,914"	"131,222"	"788"	"24"	"0"	"103"	"3"	"0"
"DOM"	"vege"	"43,122"	"427,388"	"238"	"13"	"0"	"102"	"5"	"0"
"DOM"	"sugr"	"121,827"	"5,809,353"	"268"	"100"	"0"	"1,557"	"581"	"0"
"DOM"	"toba"	"6,242"	"10,721"	"2,038"	"0"	"0"	"22"	"0"	"0"
"DOM"	"cott"	"220"	"33"	"20,762"	"12"	"0"	"1"	"0"	"0"
"DOM"	"nuts"	"7,593"	"652"	"50,771"	"250"	"0"	"33"	"0"	"0"
"DOM"	"bana"	"28,020"	"1,175,710"	"639"	"6"	"0"	"751"	"7"	"0"
"DOM"	"plan"	"48,244"	"1,048,693"	"639"	"6"	"0"	"670"	"6"	"0"
"DOM"	"frui"	"57,471"	"2,403,514"	"619"	"0"	"0"	"1,487"	"0"	"0"
"DOM"	"coff"	"75,102"	"18,416"	"35,638"	"0"	"0"	"656"	"0"	"0"
"DOM"	"coco"	"153,219"	"85,139"	"6,890"	"46"	"3"	"587"	"4"	"0"
"DOM"	"rubb"	"50"	"62"	"16,015"	"0"	"0"	"1"	"0"	"0"
"DOM"	"ocrp"	"950"	"872"	"1,894"	"60"	"0"	"2"	"0"	"0"
"DOM"	"catt"	"0"	"63,391"	"10,677"	"123"	"64"	"677"	"8"	"4"
"DOM"	"milk"	"0"	"894,807"	"1,488"	"53"	"61"	"1,331"	"47"	"55"
"DOM"	"poul"	"0"	"349,158"	"4,060"	"253"	"551"	"1,418"	"88"	"192"
"DOM"	"eggs"	"0"	"152,355"	"3,118"	"197"	"417"	"475"	"30"	"64"
"DOM"	"smlr"	"0"	"1,822"	"5,031"	"269"	"0"	"9"	"0"	"0"
"DOM"	"oliv"	"0"	"77,964"	"4,682"	"392"	"436"	"365"	"31"	"34"
"DOM"	"aqua"	"0"	"3"	"1,629"	"179"	"166"	"0"	"0"	"0"
"DOM"	"fish"	"0"	"15"	"0"	"0"	"0"	"0"	"0"	"0"
"DOM"	"meat"	"0"	"104,555"	"0"	"0"	"0"	"0"	"0"	"0"
"DOM"	"fveg"	"0"	"266,733"	"0"	"2"	"0"	"0"	"0"	"0"
"DOM"	"foil"	"0"	"77,476"	"0"	"0"	"0"	"0"	"0"	"0"
"DOM"	"dair"	"0"	"136,495"	"0"	"2"	"0"	"0"	"0"	"0"
"DOM"	"mmll"	"0"	"57,790"	"0"	"2"	"0"	"0"	"0"	"0"
"DOM"	"rmll"	"0"	"596,616"	"0"	"2"	"0"	"0"	"1"	"0"
"DOM"	"wmll"	"0"	"278,730"	"0"	"2"	"0"	"0"	"0"	"0"
"DOM"	"gmll"	"0"	"505"	"0"	"2"	"0"	"0"	"0"	"0"
"DOM"	"sref"	"0"	"1,261,098"	"0"	"1"	"0"	"0"	"1"	"0"
"DOM"	"pcof"	"0"	"18,292"	"0"	"5"	"0"	"0"	"0"	"0"
"DOM"	"food"	"0"	"105,043"	"0"	"2"	"0"	"0"	"0"	"0"
"DOM"	"beve"	"0"	"562,804"	"0"	"8"	"0"	"0"	"4"	"0"
"DZA"	"maiz"	"2,250"	"4,142"	"964"	"0"	"0"	"4"	"0"	"0"
"DZA"	"sorg"	"265"	"3,622"	"1,101"	"0"	"6"	"4"	"0"	"0"
"DZA"	"rice"	"122"	"313"	"1,081"	"0"	"0"	"0"	"0"	"0"
"DZA"	"whea"	"3,364,515"	"5,938,546"	"3,001"	"21"	"31"	"17,822"	"127"	"185"
"DZA"	"ocer"	"81,215"	"118,258"	"3,189"	"1,147"	"21"	"377"	"136"	"2"
"DZA"	"puls"	"111,983"	"137,710"	"3,417"	"0"	"476"	"471"	"0"	"66"
"DZA"	"gnut"	"4,753"	"11,886"	"1,844"	"0"	"66"	"22"	"0"	"1"
"DZA"	"oils"	"442,960"	"883,554"	"1,338"	"2,297"	"54"	"1,182"	"2,030"	"48"
"DZA"	"ipot"	"149,665"	"4,653,322"	"62"	"204"	"14"	"289"	"949"	"65"
"DZA"	"leaf"	"41,808"	"1,203,920"	"116"	"3"	"6"	"140"	"4"	"7"
"DZA"	"vege"	"258,291"	"5,709,218"	"447"	"51"	"12"	"2,554"	"290"	"67"
"DZA"	"sugr"	"0"	"565"	"1,190"	"434"	"48"	"1"	"0"	"0"
"DZA"	"toba"	"5,097"	"10,686"	"1,744"	"723"	"220"	"19"	"8"	"2"
"DZA"	"cott"	"260"	"80"	"1,744"	"723"	"220"	"0"	"0"	"0"
"DZA"	"nuts"	"43,043"	"84,303"	"8,126"	"3,007"	"465"	"685"	"254"	"39"
"DZA"	"bana"	"7"	"319"	"171"	"139"	"3"	"0"	"0"	"0"
"DZA"	"frui"	"556,133"	"6,707,688"	"1,428"	"1,286"	"26"	"9,576"	"8,629"	"177"
"DZA"	"ocrp"	"3,975"	"13,793"	"2,078"	"1,233"	"130"	"29"	"17"	"2"
"DZA"	"catt"	"0"	"153,192"	"16,202"	"480"	"407"	"2,482"	"74"	"62"
"DZA"	"milk"	"0"	"3,064,927"	"1,714"	"87"	"68"	"5,253"	"267"	"208"
"DZA"	"poul"	"0"	"294,663"	"6,224"	"574"	"482"	"1,834"	"169"	"142"
"DZA"	"eggs"	"0"	"314,043"	"4,413"	"430"	"353"	"1,386"	"135"	"111"
"DZA"	"smlr"	"0"	"380,687"	"9,158"	"271"	"39"	"3,487"	"103"	"15"
"DZA"	"oliv"	"0"	"22,222"	"83,414"	"3,862"	"447"	"1,854"	"86"	"10"
"DZA"	"aqua"	"0"	"1"	"1,629"	"179"	"166"	"0"	"0"	"0"
"DZA"	"fish"	"0"	"95"	"0"	"0"	"0"	"0"	"0"	"0"
"DZA"	"meat"	"0"	"68,772"	"0"	"0"	"0"	"0"	"0"	"0"
"DZA"	"fveg"	"0"	"1,194,562"	"0"	"2"	"0"	"0"	"2"	"0"
"DZA"	"foil"	"0"	"198,089"	"0"	"0"	"0"	"0"	"0"	"0"
"DZA"	"dair"	"0"	"121,030"	"0"	"2"	"0"	"0"	"0"	"0"
"DZA"	"mmll"	"0"	"500,000"	"0"	"2"	"0"	"0"	"1"	"0"
"DZA"	"rmll"	"0"	"192"	"0"	"2"	"0"	"0"	"0"	"0"
"DZA"	"wmll"	"0"	"7,558,442"	"0"	"2"	"0"	"0"	"13"	"0"
"DZA"	"gmll"	"0"	"469,044"	"0"	"2"	"0"	"0"	"1"	"0"
"DZA"	"sref"	"0"	"2,079,151"	"0"	"1"	"0"	"0"	"2"	"0"
"DZA"	"food"	"0"	"353,610"	"0"	"2"	"0"	"0"	"1"	"0"
"DZA"	"beve"	"0"	"231,068"	"0"	"8"	"0"	"0"	"2"	"0"
"ECU"	"maiz"	"365,334"	"1,324,147"	"2,346"	"570"	"398"	"3,106"	"755"	"527"
"ECU"	"sorg"	"8,773"	"14,988"	"1,941"	"0"	"0"	"29"	"0"	"0"
"ECU"	"rice"	"298,298"	"1,450,093"	"1,420"	"386"	"156"	"2,059"	"559"	"226"
"ECU"	"whea"	"12,628"	"19,072"	"6,098"	"696"	"78"	"116"	"13"	"1"
"ECU"	"ocer"	"3,353"	"3,109"	"6,522"	"139"	"0"	"20"	"0"	"0"
"ECU"	"puls"	"28,797"	"18,697"	"4,046"	"570"	"0"	"76"	"11"	"0"
"ECU"	"gnut"	"19,348"	"23,244"	"3,217"	"0"	"0"	"75"	"0"	"0"
"ECU"	"oils"	"251,736"	"3,522,817"	"2,052"	"106"	"2"	"7,228"	"372"	"9"
"ECU"	"cass"	"12,756"	"79,623"	"753"	"0"	"0"	"60"	"0"	"0"
"ECU"	"ipot"	"22,099"	"269,201"	"303"	"220"	"149"	"82"	"59"	"40"
"ECU"	"spot"	"2,172"	"3,976"	"1,538"	"275"	"0"	"6"	"1"	"0"
"ECU"	"root"	"11,284"	"52,217"	"3,310"	"252"	"82"	"173"	"13"	"4"
"ECU"	"leaf"	"24,483"	"143,901"	"389"	"229"	"0"	"56"	"33"	"0"
"ECU"	"vege"	"46,080"	"254,563"	"1,117"	"363"	"0"	"284"	"92"	"0"
"ECU"	"sugr"	"99,600"	"7,507,613"	"1,847"	"0"	"0"	"13,867"	"0"	"0"
"ECU"	"toba"	"3,927"	"6,304"	"1,912"	"0"	"0"	"12"	"0"	"0"
"ECU"	"cott"	"34,590"	"46,714"	"4,628"	"944"	"0"	"216"	"44"	"0"
"ECU"	"bana"	"161,583"	"6,505,635"	"315"	"50"	"0"	"2,049"	"325"	"0"
"ECU"	"plan"	"100,603"	"651,968"	"315"	"50"	"0"	"205"	"33"	"0"
"ECU"	"frui"	"112,391"	"911,088"	"640"	"134"	"0"	"583"	"122"	"0"
"ECU"	"teal"	"575"	"1,156"	"4,390"	"668"	"0"	"5"	"1"	"0"
"ECU"	"coff"	"31,924"	"5,065"	"23,561"	"0"	"135"	"119"	"0"	"1"
"ECU"	"coco"	"501,950"	"235,182"	"34,531"	"0"	"143"	"8,121"	"0"	"34"
"ECU"	"rubb"	"14,178"	"21,168"	"7,204"	"891"	"0"	"152"	"19"	"0"
"ECU"	"ocrp"	"2,349"	"3,236"	"6,246"	"2,530"	"0"	"20"	"8"	"0"
"ECU"	"catt"	"0"	"210,277"	"13,899"	"123"	"7"	"2,923"	"26"	"1"
"ECU"	"milk"	"0"	"1,752,928"	"1,977"	"32"	"4"	"3,466"	"56"	"7"
"ECU"	"poul"	"0"	"349,837"	"4,397"	"771"	"587"	"1,538"	"270"	"205"
"ECU"	"eggs"	"0"	"150,000"	"3,463"	"643"	"437"	"519"	"96"	"66"
"ECU"	"smlr"	"0"	"6,304"	"8,824"	"160"	"0"	"56"	"1"	"0"
"ECU"	"oliv"	"0"	"251,288"	"6,943"	"901"	"429"	"1,745"	"226"	"108"
"ECU"	"aqua"	"0"	"41"	"1,629"	"179"	"166"	"0"	"0"	"0"
"ECU"	"fish"	"0"	"1,078"	"0"	"0"	"0"	"0"	"0"	"0"
"ECU"	"meat"	"0"	"318,728"	"0"	"0"	"0"	"0"	"0"	"0"
"ECU"	"fsea"	"0"	"14"	"0"	"0"	"0"	"0"	"0"	"0"
"ECU"	"fveg"	"0"	"293,359"	"0"	"2"	"0"	"0"	"0"	"0"
"ECU"	"foil"	"0"	"137,458"	"0"	"0"	"0"	"0"	"0"	"0"
"ECU"	"dair"	"0"	"472,037"	"0"	"2"	"0"	"0"	"1"	"0"
"ECU"	"mmll"	"0"	"581,363"	"0"	"2"	"0"	"0"	"1"	"0"
"ECU"	"rmll"	"0"	"759,596"	"0"	"2"	"0"	"0"	"1"	"0"
"ECU"	"wmll"	"0"	"1,064,478"	"0"	"2"	"0"	"0"	"2"	"0"
"ECU"	"gmll"	"0"	"44,018"	"0"	"2"	"0"	"0"	"0"	"0"
"ECU"	"sref"	"0"	"1,252,717"	"0"	"1"	"0"	"0"	"1"	"0"
"ECU"	"pcof"	"0"	"726"	"0"	"5"	"0"	"0"	"0"	"0"
"ECU"	"food"	"0"	"326,391"	"0"	"2"	"0"	"0"	"1"	"0"
"ECU"	"beve"	"0"	"640,651"	"0"	"8"	"0"	"0"	"5"	"0"
"EGY"	"maiz"	"680,025"	"5,111,236"	"141"	"1,078"	"480"	"721"	"5,510"	"2,453"
"EGY"	"sorg"	"154,925"	"804,851"	"195"	"496"	"416"	"157"	"399"	"335"
"EGY"	"rice"	"361,075"	"3,134,308"	"59"	"1,005"	"178"	"185"	"3,149"	"559"
"EGY"	"whea"	"1,348,920"	"8,431,035"	"219"	"912"	"416"	"1,846"	"7,687"	"3,506"
"EGY"	"ocer"	"46,313"	"94,436"	"505"	"0"	"1,181"	"48"	"0"	"112"
"EGY"	"puls"	"62,753"	"264,215"	"372"	"2,086"	"1,110"	"98"	"551"	"293"
"EGY"	"gnut"	"59,501"	"209,843"	"259"	"1,853"	"230"	"54"	"389"	"48"
"EGY"	"oils"	"147,977"	"1,355,030"	"354"	"1,810"	"382"	"479"	"2,452"	"517"
"EGY"	"ipot"	"171,461"	"4,960,062"	"21"	"289"	"118"	"104"	"1,433"	"585"
"EGY"	"spot"	"15,650"	"496,753"	"62"	"122"	"112"	"31"	"61"	"56"
"EGY"	"root"	"7,109"	"125,860"	"195"	"756"	"413"	"24"	"95"	"52"
"EGY"	"leaf"	"120,643"	"2,923,331"	"16"	"167"	"86"	"48"	"488"	"252"
"EGY"	"vege"	"509,892"	"12,455,689"	"104"	"324"	"194"	"1,296"	"4,032"	"2,411"
"EGY"	"sugr"	"344,592"	"26,200,474"	"56"	"634"	"195"	"1,454"	"16,611"	"5,109"
"EGY"	"cott"	"150,964"	"498,890"	"292"	"3,322"	"1,293"	"146"	"1,657"	"645"
"EGY"	"nuts"	"5,806"	"27,352"	"547"	"2,714"	"0"	"15"	"74"	"0"
"EGY"	"bana"	"29,315"	"1,292,812"	"40"	"472"	"57"	"52"	"610"	"74"
"EGY"	"plan"	"0"	"28,095"	"40"	"472"	"57"	"1"	"13"	"2"
"EGY"	"frui"	"635,021"	"13,784,976"	"130"	"607"	"145"	"1,793"	"8,369"	"2,000"
"EGY"	"ocrp"	"51,225"	"91,167"	"592"	"5,792"	"1,599"	"54"	"528"	"146"
"EGY"	"catt"	"0"	"778,824"	"5,862"	"3,981"	"1,959"	"4,566"	"3,100"	"1,526"
"EGY"	"milk"	"0"	"5,207,159"	"503"	"608"	"308"	"2,619"	"3,166"	"1,604"
"EGY"	"poul"	"0"	"1,461,831"	"1,713"	"1,888"	"943"	"2,504"	"2,760"	"1,379"
"EGY"	"eggs"	"0"	"521,435"	"1,569"	"1,813"	"907"	"818"	"945"	"473"
"EGY"	"smlr"	"0"	"84,832"	"2,389"	"1,753"	"803"	"203"	"149"	"68"
"EGY"	"oliv"	"0"	"109,631"	"2,888"	"3,015"	"1,293"	"317"	"331"	"142"
"EGY"	"aqua"	"0"	"1,363"	"1,629"	"179"	"166"	"2"	"0"	"0"
"EGY"	"fish"	"0"	"460"	"0"	"0"	"0"	"0"	"0"	"0"
"EGY"	"meat"	"0"	"126,847"	"0"	"0"	"0"	"0"	"0"	"0"
"EGY"	"fsea"	"0"	"0"	""	""	""	"0"	"0"	"0"
"EGY"	"fveg"	"0"	"491,939"	"0"	"2"	"0"	"0"	"1"	"0"
"EGY"	"foil"	"0"	"692,499"	"0"	"0"	"0"	"0"	"0"	"0"
"EGY"	"dair"	"0"	"4,331,607"	"0"	"2"	"0"	"0"	"8"	"0"
"EGY"	"mmll"	"0"	"4,965,466"	"0"	"2"	"0"	"0"	"8"	"0"
"EGY"	"rmll"	"0"	"2,177,749"	"0"	"2"	"0"	"0"	"4"	"0"
"EGY"	"wmll"	"0"	"14,634,146"	"0"	"2"	"0"	"0"	"25"	"0"
"EGY"	"gmll"	"0"	"250,766"	"0"	"2"	"0"	"0"	"0"	"0"
"EGY"	"sref"	"0"	"5,132,067"	"0"	"1"	"0"	"0"	"4"	"0"
"EGY"	"food"	"0"	"686,763"	"0"	"2"	"0"	"0"	"1"	"0"
"EGY"	"beve"	"0"	"357,380"	"0"	"8"	"0"	"0"	"3"	"0"
"ERI"	"maiz"	"20,000"	"20,000"	"7,838"	"0"	"214"	"157"	"0"	"4"
"ERI"	"sorg"	"345,000"	"165,000"	"11,674"	"0"	"23"	"1,926"	"0"	"4"
"ERI"	"whea"	"70,000"	"90,000"	"6,055"	"0"	"109"	"545"	"0"	"10"
"ERI"	"ocer"	"38,835"	"30,778"	"6,674"	"0"	"70"	"205"	"0"	"2"
"ERI"	"puls"	"48,455"	"34,921"	"7,498"	"0"	"50"	"262"	"0"	"2"
"ERI"	"gnut"	"2,993"	"2,214"	"1,233"	"0"	"14"	"3"	"0"	"0"
"ERI"	"oils"	"89,778"	"20,439"	"20,484"	"342"	"8"	"419"	"7"	"0"
"ERI"	"ipot"	"135"	"81"	"111"	"0"	"3"	"0"	"0"	"0"
"ERI"	"root"	"8,558"	"32,399"	"6,674"	"0"	"70"	"216"	"0"	"2"
"ERI"	"vege"	"14,859"	"64,973"	"1,234"	"20"	"9"	"80"	"1"	"1"
"ERI"	"ocrp"	"466"	"510"	"6,479"	"223"	"39"	"3"	"0"	"0"
"ERI"	"catt"	"0"	"22,380"	"25,573"	"167"	"0"	"572"	"4"	"0"
"ERI"	"milk"	"0"	"164,612"	"2,691"	"126"	"1"	"443"	"21"	"0"
"ERI"	"poul"	"0"	"1,286"	"7,657"	"530"	"49"	"10"	"1"	"0"
"ERI"	"eggs"	"0"	"2,129"	"5,968"	"425"	"37"	"13"	"1"	"0"
"ERI"	"smlr"	"0"	"14,076"	"9,441"	"232"	"0"	"133"	"3"	"0"
"ERI"	"oliv"	"0"	"3,093"	"10,255"	"198"	"7"	"32"	"1"	"0"
"ESP"	"maiz"	"322,370"	"3,842,519"	"345"	"406"	"164"	"1,326"	"1,560"	"630"
"ESP"	"sorg"	"5,970"	"27,348"	"1,288"	"0"	"240"	"35"	"0"	"7"
"ESP"	"rice"	"105,010"	"861,424"	"501"	"1,762"	"0"	"431"	"1,518"	"0"
"ESP"	"whea"	"4,633,140"	"17,119,441"	"1,185"	"67"	"257"	"20,295"	"1,150"	"4,402"
"ESP"	"ocer"	"961,120"	"2,565,470"	"2,937"	"1,062"	"442"	"7,536"	"2,725"	"1,134"
"ESP"	"puls"	"472,920"	"670,719"	"2,197"	"144"	"15"	"1,474"	"96"	"10"
"ESP"	"gnut"	"0"	"822"	"812"	"0"	"4"	"1"	"0"	"0"
"ESP"	"oils"	"3,350,290"	"11,065,607"	"3,865"	"2,936"	"2"	"42,764"	"32,487"	"25"
"ESP"	"ipot"	"67,490"	"2,010,933"	"90"	"77"	"47"	"181"	"155"	"95"
"ESP"	"spot"	"0"	"59,863"	"188"	"158"	"0"	"11"	"9"	"0"
"ESP"	"root"	"0"	"8,845"	"991"	"475"	"178"	"9"	"4"	"2"
"ESP"	"leaf"	"141,910"	"3,831,280"	"238"	"345"	"123"	"911"	"1,321"	"473"
"ESP"	"vege"	"182,839"	"8,821,446"	"409"	"161"	"145"	"3,606"	"1,420"	"1,277"
"ESP"	"sugr"	"35,300"	"2,871,998"	"160"	"213"	"79"	"458"	"610"	"227"
"ESP"	"toba"	"8,510"	"25,980"	"676"	"194"	"0"	"18"	"5"	"0"
"ESP"	"cott"	"140"	"750"	"1,239"	"0"	"0"	"1"	"0"	"0"
"ESP"	"nuts"	"748,350"	"499,918"	"10,630"	"1,058"	"0"	"5,314"	"529"	"0"
"ESP"	"bana"	"9,090"	"386,226"	"110"	"133"	"26"	"42"	"51"	"10"
"ESP"	"plan"	"0"	"0"	""	""	""	"0"	"0"	"0"
"ESP"	"frui"	"1,550,990"	"19,025,445"	"537"	"366"	"137"	"10,223"	"6,961"	"2,602"
"ESP"	"ocrp"	"570"	"16,016"	"4,102"	"5,423"	"0"	"66"	"87"	"0"
"ESP"	"catt"	"0"	"669,008"	"6,231"	"545"	"640"	"4,169"	"364"	"428"
"ESP"	"milk"	"0"	"8,122,923"	"1,269"	"178"	"215"	"10,308"	"1,446"	"1,746"
"ESP"	"poul"	"0"	"1,638,737"	"2,686"	"321"	"443"	"4,402"	"526"	"726"
"ESP"	"eggs"	"0"	"853,544"	"2,834"	"364"	"481"	"2,419"	"311"	"411"
"ESP"	"smlr"	"0"	"130,613"	"3,800"	"338"	"0"	"496"	"44"	"0"
"ESP"	"oliv"	"0"	"4,643,444"	"4,058"	"597"	"590"	"18,843"	"2,772"	"2,737"
"ESP"	"aqua"	"0"	"31"	"1,629"	"179"	"166"	"0"	"0"	"0"
"ESP"	"fish"	"0"	"1,242"	"0"	"0"	"0"	"0"	"0"	"0"
"ESP"	"meat"	"0"	"4,047,387"	"0"	"0"	"0"	"0"	"2"	"0"
"ESP"	"fsea"	"0"	"23"	"0"	"0"	"0"	"0"	"0"	"0"
"ESP"	"fveg"	"0"	"2,620,239"	"0"	"2"	"0"	"0"	"4"	"0"
"ESP"	"foil"	"0"	"3,602,871"	"0"	"0"	"0"	"0"	"0"	"0"
"ESP"	"dair"	"0"	"4,495,672"	"0"	"2"	"0"	"0"	"8"	"0"
"ESP"	"mmll"	"0"	"2,249,237"	"0"	"2"	"0"	"0"	"4"	"0"
"ESP"	"rmll"	"0"	"474,188"	"0"	"2"	"0"	"0"	"1"	"0"
"ESP"	"wmll"	"0"	"4,847,714"	"0"	"2"	"0"	"0"	"8"	"0"
"ESP"	"gmll"	"0"	"111,205"	"0"	"2"	"0"	"0"	"0"	"0"
"ESP"	"sref"	"0"	"1,541,679"	"0"	"1"	"0"	"0"	"1"	"0"
"ESP"	"pcof"	"0"	"165,443"	"0"	"5"	"0"	"0"	"1"	"0"
"ESP"	"food"	"0"	"1,754,776"	"0"	"2"	"0"	"0"	"3"	"0"
"ESP"	"beve"	"0"	"9,741,167"	"0"	"8"	"0"	"0"	"74"	"0"
"EST"	"whea"	"293,070"	"797,762"	"1,614"	"0"	"286"	"1,288"	"0"	"228"
"EST"	"ocer"	"54,450"	"122,066"	"1,610"	"1"	"0"	"196"	"0"	"0"
"EST"	"puls"	"29,730"	"70,966"	"1,480"	"0"	"0"	"105"	"0"	"0"
"EST"	"oils"	"72,730"	"113,649"	"5,048"	"1"	"0"	"574"	"0"	"0"
"EST"	"ipot"	"3,270"	"88,434"	"198"	"0"	"5"	"18"	"0"	"0"
"EST"	"leaf"	"480"	"22,962"	"197"	"1"	"27"	"5"	"0"	"1"
"EST"	"vege"	"810"	"33,055"	"449"	"9"	"76"	"15"	"0"	"3"
"EST"	"frui"	"2,530"	"34,154"	"2,015"	"2"	"0"	"69"	"0"	"0"
"EST"	"catt"	"0"	"12,500"	"4,911"	"137"	"245"	"61"	"2"	"3"
"EST"	"milk"	"0"	"798,277"	"694"	"19"	"77"	"554"	"15"	"61"
"EST"	"poul"	"0"	"19,300"	"2,961"	"31"	"350"	"57"	"1"	"7"
"EST"	"eggs"	"0"	"13,900"	"2,853"	"29"	"338"	"40"	"0"	"5"
"EST"	"smlr"	"0"	"616"	"4,437"	"241"	"38"	"3"	"0"	"0"
"EST"	"oliv"	"0"	"43,328"	"3,731"	"153"	"403"	"162"	"7"	"17"
"EST"	"aqua"	"0"	"6"	"1,629"	"179"	"166"	"0"	"0"	"0"
"EST"	"fish"	"0"	"77"	"0"	"0"	"0"	"0"	"0"	"0"
"EST"	"meat"	"0"	"49,061"	"0"	"0"	"0"	"0"	"0"	"0"
"EST"	"fveg"	"0"	"542"	"0"	"2"	"0"	"0"	"0"	"0"
"EST"	"foil"	"0"	"64,549"	"0"	"0"	"0"	"0"	"0"	"0"
"EST"	"dair"	"0"	"565,790"	"0"	"2"	"0"	"0"	"1"	"0"
"EST"	"mmll"	"0"	"11,134"	"0"	"2"	"0"	"0"	"0"	"0"
"EST"	"wmll"	"0"	"91,345"	"0"	"2"	"0"	"0"	"0"	"0"
"EST"	"gmll"	"0"	"27,397"	"0"	"2"	"0"	"0"	"0"	"0"
"EST"	"sref"	"0"	"1,211"	"0"	"1"	"0"	"0"	"0"	"0"
"EST"	"food"	"0"	"36,244"	"0"	"2"	"0"	"0"	"0"	"0"
"EST"	"beve"	"0"	"122,939"	"0"	"8"	"0"	"0"	"1"	"0"
"ETH"	"maiz"	"2,415,024"	"8,350,000"	"4,201"	"33"	"24"	"35,078"	"276"	"200"
"ETH"	"sorg"	"2,276,571"	"5,915,366"	"4,934"	"8"	"41"	"29,188"	"44"	"243"
"ETH"	"rice"	"63,362"	"144,200"	"2,314"	"617"	"0"	"334"	"89"	"0"
"ETH"	"whea"	"2,548,134"	"6,601,375"	"4,674"	"8"	"61"	"30,852"	"53"	"401"
"ETH"	"ocer"	"3,087,375"	"5,431,744"	"5,458"	"46"	"49"	"29,646"	"250"	"266"
"ETH"	"puls"	"1,599,658"	"3,089,693"	"2,881"	"4"	"18"	"8,901"	"13"	"55"
