Country code	Sector code	Area	Production	Green water intensity	Blue water intensity	Grey water intensity	Total green water	Total blue water	Total grey water
"KNA"	"oils"	"637"	"3,116"	"2,956"	"0"	"6"	"9"	"0"	"0"
"KNA"	"ipot"	"0"	"0"	""	""	""	"0"	"0"	"0"
"KNA"	"spot"	"19"	"149"	"1,577"	"0"	"11"	"0"	"0"	"0"
"KNA"	"root"	"220"	"555"	"945"	"0"	"7"	"1"	"0"	"0"
"KNA"	"leaf"	"10"	"97"	"331"	"1"	"5"	"0"	"0"	"0"
"KNA"	"vege"	"111"	"716"	"131"	"1"	"3"	"0"	"0"	"0"
"KNA"	"frui"	"274"	"2,047"	"400"	"0"	"6"	"1"	"0"	"0"
"KNA"	"coff"	"0"	"0"	""	""	""	"0"	"0"	"0"
"KNA"	"catt"	"0"	"51"	"8,447"	"104"	"0"	"0"	"0"	"0"
"KNA"	"poul"	"0"	"20"	"1,703"	"19"	"6"	"0"	"0"	"0"
"KNA"	"eggs"	"0"	"200"	"1,383"	"35"	"5"	"0"	"0"	"0"
"KNA"	"smlr"	"0"	"17"	"6,431"	"218"	"1"	"0"	"0"	"0"
"KNA"	"oliv"	"0"	"57"	"2,806"	"175"	"1"	"0"	"0"	"0"
"KNA"	"fish"	"0"	"85"	"0"	"0"	"0"	"0"	"0"	"0"
"KNA"	"meat"	"0"	"17"	"0"	"0"	"0"	"0"	"0"	"0"
"KNA"	"fveg"	"0"	"17"	"0"	"2"	"0"	"0"	"0"	"0"
"KNA"	"foil"	"0"	"1,610"	"0"	"0"	"0"	"0"	"0"	"0"
"KNA"	"sref"	"0"	"814"	"0"	"1"	"0"	"0"	"0"	"0"
"KNA"	"beve"	"0"	"2,500"	"0"	"8"	"0"	"0"	"0"	"0"
"KOR"	"aqua"	"0"	"3,594"	"1,629"	"179"	"166"	"6"	"1"	"1"
"KOR"	"fish"	"0"	"1,854"	"0"	"0"	"0"	"0"	"0"	"0"
"KOR"	"meat"	"0"	"1,332,138"	"0"	"0"	"0"	"0"	"1"	"0"
"KOR"	"fsea"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"0"
"KOR"	"fveg"	"0"	"139,877"	"0"	"2"	"0"	"0"	"0"	"0"
"KOR"	"foil"	"0"	"317,679"	"0"	"0"	"0"	"0"	"0"	"0"
"KOR"	"dair"	"0"	"2,174,387"	"0"	"2"	"0"	"0"	"4"	"0"
"KOR"	"mmll"	"0"	"3,355,861"	"0"	"2"	"0"	"0"	"6"	"0"
"KOR"	"rmll"	"0"	"3,423,151"	"0"	"2"	"0"	"0"	"6"	"0"
"KOR"	"wmll"	"0"	"2,259,087"	"0"	"2"	"0"	"0"	"4"	"0"
"KOR"	"gmll"	"0"	"25,244"	"0"	"2"	"0"	"0"	"0"	"0"
"KOR"	"sref"	"0"	"2,804,641"	"0"	"1"	"0"	"0"	"2"	"0"
"KOR"	"pcof"	"0"	"32,641"	"0"	"5"	"0"	"0"	"0"	"0"
"KOR"	"food"	"0"	"1,305,999"	"0"	"2"	"0"	"0"	"2"	"0"
"KOR"	"beve"	"0"	"4,022,407"	"0"	"8"	"0"	"0"	"30"	"0"
"KWT"	"maiz"	"504"	"8,869"	"41"	"208"	"0"	"0"	"2"	"0"
"KWT"	"whea"	"566"	"2,347"	"929"	"2,256"	"859"	"2"	"5"	"2"
"KWT"	"ipot"	"581"	"36,212"	"12"	"184"	"91"	"0"	"7"	"3"
"KWT"	"leaf"	"2,201"	"147,674"	"8"	"163"	"33"	"1"	"24"	"5"
"KWT"	"vege"	"2,556"	"160,669"	"93"	"70"	"27"	"15"	"11"	"4"
"KWT"	"plan"	"0"	"0"	""	""	""	"0"	"0"	"0"
"KWT"	"frui"	"3,659"	"105,059"	"54"	"391"	"0"	"6"	"41"	"0"
"KWT"	"ocrp"	"57"	"477"	"9"	"231"	"8"	"0"	"0"	"0"
"KWT"	"catt"	"0"	"1,936"	"14,196"	"482"	"741"	"27"	"1"	"1"
"KWT"	"milk"	"0"	"72,571"	"1,047"	"75"	"124"	"76"	"5"	"9"
"KWT"	"poul"	"0"	"61,122"	"2,736"	"123"	"264"	"167"	"8"	"16"
"KWT"	"eggs"	"0"	"139,679"	"1,802"	"100"	"177"	"252"	"14"	"25"
"KWT"	"smlr"	"0"	"43,954"	"1,005"	"268"	"17"	"44"	"12"	"1"
"KWT"	"oliv"	"0"	"1,862"	"11,462"	"468"	"545"	"21"	"1"	"1"
"KWT"	"aqua"	"0"	"0"	"1,629"	"179"	"166"	"0"	"0"	"0"
"KWT"	"fish"	"0"	"4"	"0"	"0"	"0"	"0"	"0"	"0"
"KWT"	"meat"	"0"	"8,514"	"0"	"0"	"0"	"0"	"0"	"0"
"KWT"	"fveg"	"0"	"2,436"	"0"	"2"	"0"	"0"	"0"	"0"
"KWT"	"foil"	"0"	"3,041"	"0"	"0"	"0"	"0"	"0"	"0"
"KWT"	"mmll"	"0"	"14,000"	"0"	"2"	"0"	"0"	"0"	"0"
"KWT"	"wmll"	"0"	"456,296"	"0"	"2"	"0"	"0"	"1"	"0"
"KWT"	"food"	"0"	"19,362"	"0"	"2"	"0"	"0"	"0"	"0"
"KWT"	"beve"	"0"	"13,868"	"0"	"8"	"0"	"0"	"0"	"0"
"LAO"	"maiz"	"165,620"	"981,680"	"1,647"	"0"	"0"	"1,617"	"0"	"0"
"LAO"	"rice"	"848,174"	"3,688,493"	"2,459"	"199"	"0"	"9,070"	"735"	"0"
"LAO"	"puls"	"4,965"	"7,300"	"2,643"	"0"	"1"	"19"	"0"	"0"
"LAO"	"gnut"	"19,995"	"48,885"	"3,946"	"0"	"0"	"193"	"0"	"0"
"LAO"	"oils"	"17,765"	"28,765"	"3,666"	"16"	"0"	"105"	"0"	"0"
"LAO"	"cass"	"71,010"	"2,279,030"	"696"	"0"	"0"	"1,586"	"0"	"0"
"LAO"	"ipot"	"95"	"2,160"	"773"	"0"	"0"	"2"	"0"	"0"
"LAO"	"spot"	"6,185"	"124,460"	"698"	"1"	"0"	"87"	"0"	"0"
"LAO"	"root"	"12,385"	"148,310"	"1,339"	"48"	"0"	"199"	"7"	"0"
"LAO"	"leaf"	"0"	"25,925"	"629"	"270"	"2"	"16"	"7"	"0"
"LAO"	"vege"	"183,049"	"1,477,285"	"629"	"270"	"2"	"929"	"399"	"3"
"LAO"	"sugr"	"30,555"	"1,834,525"	"332"	"66"	"0"	"609"	"121"	"0"
"LAO"	"toba"	"5,670"	"54,005"	"484"	"0"	"1"	"26"	"0"	"0"
"LAO"	"cott"	"2,767"	"9,262"	"484"	"0"	"1"	"4"	"0"	"0"
"LAO"	"bana"	"23,120"	"970,985"	"1,412"	"0"	"0"	"1,371"	"0"	"0"
"LAO"	"plan"	"0"	"0"	""	""	""	"0"	"0"	"0"
"LAO"	"frui"	"40,266"	"443,682"	"1,137"	"160"	"1"	"504"	"71"	"0"
"LAO"	"teal"	"4,195"	"8,055"	"31,503"	"0"	"1"	"254"	"0"	"0"
"LAO"	"coff"	"82,980"	"154,435"	"14,884"	"0"	"1"	"2,299"	"0"	"0"
"LAO"	"ocrp"	"12,078"	"16,044"	"3,384"	"0"	"1"	"54"	"0"	"0"
"LAO"	"catt"	"0"	"53,372"	"14,061"	"234"	"1"	"750"	"12"	"0"
"LAO"	"milk"	"0"	"7,300"	"1,786"	"196"	"2"	"13"	"1"	"0"
"LAO"	"poul"	"0"	"30,839"	"4,254"	"260"	"6"	"131"	"8"	"0"
"LAO"	"eggs"	"0"	"16,154"	"3,730"	"247"	"5"	"60"	"4"	"0"
"LAO"	"smlr"	"0"	"1,964"	"2,858"	"171"	"0"	"6"	"0"	"0"
"LAO"	"oliv"	"0"	"70,345"	"3,748"	"553"	"30"	"264"	"39"	"2"
"LAO"	"aqua"	"0"	"175"	"1,629"	"179"	"166"	"0"	"0"	"0"
"LAO"	"meat"	"0"	"26,930"	"0"	"0"	"0"	"0"	"0"	"0"
"LAO"	"fveg"	"0"	"73,934"	"0"	"2"	"0"	"0"	"0"	"0"
"LAO"	"foil"	"0"	"16,244"	"0"	"0"	"0"	"0"	"0"	"0"
"LAO"	"mmll"	"0"	"99,300"	"0"	"2"	"0"	"0"	"0"	"0"
"LAO"	"rmll"	"0"	"1,677,668"	"0"	"2"	"0"	"0"	"3"	"0"
"LAO"	"wmll"	"0"	"4"	"0"	"2"	"0"	"0"	"0"	"0"
"LAO"	"sref"	"0"	"22,606"	"0"	"1"	"0"	"0"	"0"	"0"
"LAO"	"food"	"0"	"288,438"	"0"	"2"	"0"	"0"	"0"	"0"
"LAO"	"beve"	"0"	"94,034"	"0"	"8"	"0"	"0"	"1"	"0"
"LBN"	"maiz"	"936"	"3,288"	"508"	"14"	"5"	"2"	"0"	"0"
"LBN"	"sorg"	"196"	"453"	"1,431"	"0"	"0"	"1"	"0"	"0"
"LBN"	"whea"	"54,000"	"166,857"	"1,851"	"18"	"3"	"309"	"3"	"0"
"LBN"	"ocer"	"122"	"139"	"2,108"	"380"	"0"	"0"	"0"	"0"
"LBN"	"puls"	"7,354"	"10,501"	"694"	"0"	"11"	"7"	"0"	"0"
"LBN"	"gnut"	"1,328"	"8,350"	"205"	"1,960"	"3"	"2"	"16"	"0"
"LBN"	"oils"	"65,982"	"145,191"	"1,099"	"59"	"2"	"160"	"9"	"0"
"LBN"	"ipot"	"23,429"	"387,791"	"24"	"300"	"1"	"9"	"116"	"0"
"LBN"	"root"	"48"	"759"	"1,098"	"176"	"2"	"1"	"0"	"0"
"LBN"	"leaf"	"10,495"	"357,719"	"66"	"57"	"215"	"24"	"20"	"77"
"LBN"	"vege"	"20,171"	"459,625"	"287"	"136"	"309"	"132"	"63"	"142"
"LBN"	"sugr"	"168"	"4,733"	"265"	"321"	"1"	"1"	"2"	"0"
"LBN"	"toba"	"8,464"	"11,737"	"2,075"	"164"	"2"	"24"	"2"	"0"
"LBN"	"nuts"	"7,146"	"47,994"	"1,215"	"1,016"	"0"	"58"	"49"	"0"
"LBN"	"bana"	"2,084"	"150,000"	"142"	"444"	"0"	"21"	"67"	"0"
"LBN"	"plan"	"0"	"1,155"	"142"	"444"	"0"	"0"	"1"	"0"
"LBN"	"frui"	"60,254"	"730,311"	"146"	"220"	"0"	"107"	"160"	"0"
"LBN"	"ocrp"	"519"	"701"	"1,367"	"1,067"	"0"	"1"	"1"	"0"
"LBN"	"catt"	"0"	"43,193"	"18,963"	"128"	"10"	"819"	"6"	"0"
"LBN"	"milk"	"0"	"368,357"	"858"	"300"	"87"	"316"	"111"	"32"
"LBN"	"poul"	"0"	"125,821"	"3,067"	"1,278"	"329"	"386"	"161"	"41"
"LBN"	"eggs"	"0"	"25,936"	"3,010"	"1,269"	"327"	"78"	"33"	"8"
"LBN"	"smlr"	"0"	"13,172"	"4,205"	"174"	"20"	"55"	"2"	"0"
"LBN"	"oliv"	"0"	"2,097"	"4,959"	"2,172"	"447"	"10"	"5"	"1"
"LBN"	"aqua"	"0"	"1"	"1,629"	"179"	"166"	"0"	"0"	"0"
"LBN"	"fish"	"0"	"4"	"0"	"0"	"0"	"0"	"0"	"0"
"LBN"	"meat"	"0"	"6,051"	"0"	"0"	"0"	"0"	"0"	"0"
"LBN"	"fveg"	"0"	"125,656"	"0"	"2"	"0"	"0"	"0"	"0"
"LBN"	"foil"	"0"	"106,166"	"0"	"0"	"0"	"0"	"0"	"0"
"LBN"	"dair"	"0"	"138,560"	"0"	"2"	"0"	"0"	"0"	"0"
"LBN"	"mmll"	"0"	"97,661"	"0"	"2"	"0"	"0"	"0"	"0"
"LBN"	"wmll"	"0"	"776,000"	"0"	"2"	"0"	"0"	"1"	"0"
"LBN"	"gmll"	"0"	"179"	"0"	"2"	"0"	"0"	"0"	"0"
"LBN"	"sref"	"0"	"71,340"	"0"	"1"	"0"	"0"	"0"	"0"
"LBN"	"pcof"	"0"	"22,767"	"0"	"5"	"0"	"0"	"0"	"0"
"LBN"	"food"	"0"	"59,988"	"0"	"2"	"0"	"0"	"0"	"0"
"LBN"	"beve"	"0"	"62,464"	"0"	"8"	"0"	"0"	"0"	"0"
"LBR"	"rice"	"238,090"	"257,995"	"5,292"	"0"	"0"	"1,365"	"0"	"0"
"LBR"	"puls"	"5,259"	"3,883"	"3,291"	"0"	"0"	"13"	"0"	"0"
"LBR"	"gnut"	"7,757"	"6,422"	"8,205"	"0"	"0"	"53"	"0"	"0"
"LBR"	"oils"	"27,850"	"239,423"	"5,813"	"0"	"0"	"1,392"	"0"	"0"
"LBR"	"cass"	"65,286"	"587,760"	"1,487"	"0"	"0"	"874"	"0"	"0"
"LBR"	"spot"	"2,128"	"24,179"	"546"	"0"	"0"	"13"	"0"	"0"
"LBR"	"root"	"5,489"	"49,067"	"3,270"	"0"	"0"	"160"	"0"	"0"
"LBR"	"leaf"	"0"	"0"	""	""	""	"0"	"0"	"0"
"LBR"	"vege"	"26,331"	"136,730"	"372"	"15"	"0"	"51"	"2"	"0"
"LBR"	"sugr"	"26,717"	"275,277"	"1,249"	"0"	"0"	"344"	"0"	"0"
"LBR"	"nuts"	"2,888"	"2,823"	"5,199"	"0"	"0"	"15"	"0"	"0"
"LBR"	"bana"	"13,123"	"141,679"	"1,125"	"0"	"0"	"159"	"0"	"0"
"LBR"	"plan"	"23,122"	"50,321"	"1,125"	"0"	"0"	"57"	"0"	"0"
"LBR"	"frui"	"4,429"	"20,158"	"1,545"	"0"	"0"	"31"	"0"	"0"
"LBR"	"coff"	"2,270"	"648"	"56,246"	"0"	"0"	"36"	"0"	"0"
"LBR"	"coco"	"76,140"	"12,000"	"81,519"	"0"	"0"	"978"	"0"	"0"
"LBR"	"rubb"	"71,900"	"54,860"	"12,193"	"0"	"0"	"669"	"0"	"0"
"LBR"	"catt"	"0"	"1,270"	"7,225"	"151"	"16"	"9"	"0"	"0"
"LBR"	"milk"	"0"	"9,372"	"2,816"	"204"	"58"	"26"	"2"	"1"
"LBR"	"poul"	"0"	"14,676"	"4,272"	"280"	"553"	"63"	"4"	"8"
"LBR"	"eggs"	"0"	"6,645"	"3,211"	"233"	"420"	"21"	"2"	"3"
"LBR"	"smlr"	"0"	"2,247"	"4,509"	"260"	"13"	"10"	"1"	"0"
"LBR"	"oliv"	"0"	"18,991"	"5,180"	"540"	"551"	"98"	"10"	"10"
"LBR"	"aqua"	"0"	"2"	"1,629"	"179"	"166"	"0"	"0"	"0"
"LBR"	"fish"	"0"	"12"	"0"	"0"	"0"	"0"	"0"	"0"
"LBR"	"meat"	"0"	"1,823"	"0"	"0"	"0"	"0"	"0"	"0"
"LBR"	"fveg"	"0"	"3,922"	"0"	"2"	"0"	"0"	"0"	"0"
"LBR"	"foil"	"0"	"72"	"0"	"0"	"0"	"0"	"0"	"0"
"LBR"	"rmll"	"0"	"185,000"	"0"	"2"	"0"	"0"	"0"	"0"
"LBR"	"wmll"	"0"	"36,755"	"0"	"2"	"0"	"0"	"0"	"0"
"LBR"	"sref"	"0"	"19,667"	"0"	"1"	"0"	"0"	"0"	"0"
"LBR"	"beve"	"0"	"30,712"	"0"	"8"	"0"	"0"	"0"	"0"
"LBY"	"maiz"	"1,560"	"3,548"	"1,151"	"0"	"681"	"4"	"0"	"2"
"LBY"	"sorg"	"4,329"	"6,000"	"2,389"	"0"	"159"	"14"	"0"	"1"
"LBY"	"whea"	"317,492"	"210,000"	"5,732"	"1,720"	"372"	"1,204"	"361"	"78"
"LBY"	"puls"	"4,108"	"7,194"	"1,093"	"1,059"	"526"	"8"	"8"	"4"
"LBY"	"gnut"	"8,948"	"13,771"	"798"	"1,732"	"54"	"11"	"24"	"1"
"LBY"	"oils"	"204,514"	"141,681"	"3,342"	"5,828"	"701"	"474"	"826"	"99"
"LBY"	"ipot"	"17,911"	"357,589"	"62"	"132"	"29"	"22"	"47"	"10"
"LBY"	"leaf"	"3,272"	"56,136"	"105"	"165"	"33"	"6"	"9"	"2"
"LBY"	"vege"	"40,476"	"632,220"	"295"	"423"	"62"	"186"	"267"	"39"
"LBY"	"toba"	"585"	"1,217"	"762"	"1,108"	"260"	"1"	"1"	"0"
"LBY"	"nuts"	"63,116"	"37,469"	"6,516"	"11,339"	"1,094"	"244"	"425"	"41"
"LBY"	"frui"	"90,415"	"674,436"	"311"	"754"	"37"	"209"	"508"	"25"
"LBY"	"catt"	"0"	"6,651"	"16,380"	"4,132"	"1,171"	"109"	"27"	"8"
"LBY"	"milk"	"0"	"234,621"	"2,108"	"636"	"177"	"495"	"149"	"42"
"LBY"	"poul"	"0"	"124,036"	"7,195"	"1,672"	"593"	"892"	"207"	"74"
"LBY"	"eggs"	"0"	"72,664"	"8,281"	"2,031"	"685"	"602"	"148"	"50"
"LBY"	"smlr"	"0"	"53,764"	"5,305"	"929"	"31"	"285"	"50"	"2"
"LBY"	"oliv"	"0"	"6,591"	"20,675"	"5,482"	"950"	"136"	"36"	"6"
"LCA"	"puls"	"25"	"52"	"26"	"0"	"0"	"0"	"0"	"0"
"LCA"	"oils"	"1,787"	"12,443"	"68"	"0"	"0"	"1"	"0"	"0"
"LCA"	"cass"	"756"	"1,476"	"47"	"0"	"0"	"0"	"0"	"0"
"LCA"	"spot"	"35"	"808"	"9"	"0"	"0"	"0"	"0"	"0"
"LCA"	"root"	"522"	"3,410"	"1,383"	"0"	"0"	"5"	"0"	"0"
"LCA"	"leaf"	"78"	"1,948"	"15"	"0"	"0"	"0"	"0"	"0"
"LCA"	"vege"	"231"	"1,658"	"15"	"0"	"0"	"0"	"0"	"0"
"LCA"	"bana"	"422"	"19,143"	"22"	"0"	"0"	"0"	"0"	"0"
"LCA"	"plan"	"136"	"2,659"	"22"	"0"	"0"	"0"	"0"	"0"
"LCA"	"frui"	"1,093"	"10,300"	"29"	"0"	"0"	"0"	"0"	"0"
"LCA"	"coco"	"9"	"17"	"239"	"4"	"2"	"0"	"0"	"0"
"LCA"	"ocrp"	"465"	"329"	"108"	"0"	"0"	"0"	"0"	"0"
"LCA"	"catt"	"0"	"448"	"6,663"	"117"	"39"	"3"	"0"	"0"
"LCA"	"milk"	"0"	"1,032"	"1,503"	"41"	"37"	"2"	"0"	"0"
"LCA"	"poul"	"0"	"1,608"	"917"	"273"	"84"	"1"	"0"	"0"
"LCA"	"eggs"	"0"	"759"	"497"	"160"	"72"	"0"	"0"	"0"
"LCA"	"smlr"	"0"	"156"	"7,795"	"193"	"1"	"1"	"0"	"0"
"LCA"	"oliv"	"0"	"2,466"	"1,722"	"333"	"174"	"4"	"1"	"0"
"LCA"	"aqua"	"0"	"0"	"1,629"	"179"	"166"	"0"	"0"	"0"
"LCA"	"fish"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"
"LCA"	"meat"	"0"	"1,028"	"0"	"0"	"0"	"0"	"0"	"0"
"LCA"	"fveg"	"0"	"98"	"0"	"2"	"0"	"0"	"0"	"0"
"LCA"	"foil"	"0"	"1,257"	"0"	"0"	"0"	"0"	"0"	"0"
"LCA"	"mmll"	"0"	"1,293"	"0"	"2"	"0"	"0"	"0"	"0"
"LCA"	"wmll"	"0"	"4,653"	"0"	"2"	"0"	"0"	"0"	"0"
"LCA"	"sref"	"0"	"3,291"	"0"	"1"	"0"	"0"	"0"	"0"
"LCA"	"food"	"0"	"87"	"0"	"2"	"0"	"0"	"0"	"0"
"LCA"	"beve"	"0"	"16,348"	"0"	"8"	"0"	"0"	"0"	"0"
"LKA"	"maiz"	"70,895"	"270,041"	"3,807"	"0"	"0"	"1,028"	"0"	"0"
"LKA"	"sorg"	"138"	"8,229"	"6,125"	"0"	"0"	"50"	"0"	"0"
"LKA"	"rice"	"1,040,954"	"4,009,943"	"1,878"	"933"	"481"	"7,529"	"3,741"	"1,928"
"LKA"	"puls"	"14,918"	"17,941"	"3,186"	"0"	"0"	"57"	"0"	"0"
"LKA"	"gnut"	"15,752"	"27,602"	"9,185"	"270"	"57"	"254"	"7"	"2"
"LKA"	"oils"	"468,949"	"2,634,308"	"3,124"	"0"	"130"	"8,228"	"0"	"342"
"LKA"	"cass"	"22,360"	"327,955"	"790"	"0"	"0"	"259"	"0"	"0"
"LKA"	"ipot"	"5,174"	"88,897"	"403"	"0"	"0"	"36"	"0"	"0"
"LKA"	"spot"	"4,099"	"43,323"	"637"	"236"	"0"	"28"	"10"	"0"
"LKA"	"leaf"	"27,236"	"407,746"	"419"	"91"	"0"	"171"	"37"	"0"
"LKA"	"vege"	"44,858"	"561,936"	"353"	"133"	"0"	"198"	"75"	"0"
"LKA"	"sugr"	"15,732"	"644,785"	"194"	"124"	"0"	"125"	"80"	"0"
"LKA"	"toba"	"1,338"	"5,903"	"2,539"	"1,389"	"494"	"15"	"8"	"3"
"LKA"	"nuts"	"34,882"	"109,324"	"41,361"	"0"	"0"	"4,522"	"0"	"0"
"LKA"	"bana"	"0"	"7,833"	"4,522"	"0"	"0"	"35"	"0"	"0"
"LKA"	"plan"	"45,499"	"672,239"	"2,662"	"226"	"101"	"1,790"	"152"	"68"
"LKA"	"frui"	"66,896"	"1,050,392"	"8,366"	"0"	"0"	"8,788"	"0"	"0"
"LKA"	"teal"	"202,540"	"303,840"	"10,306"	"0"	"1,421"	"3,131"	"0"	"432"
"LKA"	"coff"	"7,005"	"6,445"	"18,948"	"0"	"0"	"122"	"0"	"0"
"LKA"	"coco"	"2,225"	"2,115"	"12,008"	"413"	"130"	"25"	"1"	"0"
"LKA"	"rubb"	"136,875"	"82,560"	"22,397"	"0"	"215"	"1,849"	"0"	"18"
"LKA"	"ocrp"	"88,804"	"100,528"	"8,843"	"546"	"0"	"889"	"55"	"0"
"LKA"	"catt"	"0"	"25,462"	"15,174"	"281"	"99"	"386"	"7"	"3"
"LKA"	"milk"	"0"	"486,803"	"920"	"78"	"28"	"448"	"38"	"14"
"LKA"	"poul"	"0"	"187,312"	"6,377"	"136"	"312"	"1,194"	"25"	"58"
"LKA"	"eggs"	"0"	"128,691"	"4,143"	"102"	"201"	"533"	"13"	"26"
"LKA"	"smlr"	"0"	"1,006"	"5,960"	"204"	"0"	"6"	"0"	"0"
"LKA"	"oliv"	"0"	"1,378"	"4,430"	"239"	"142"	"6"	"0"	"0"
"LKA"	"aqua"	"0"	"109"	"1,629"	"179"	"166"	"0"	"0"	"0"
"LKA"	"fish"	"0"	"426"	"0"	"0"	"0"	"0"	"0"	"0"
"LKA"	"meat"	"0"	"7,126"	"0"	"0"	"0"	"0"	"0"	"0"
"LKA"	"fsea"	"0"	"0"	""	""	""	"0"	"0"	"0"
"LKA"	"fveg"	"0"	"121,333"	"0"	"2"	"0"	"0"	"0"	"0"
"LKA"	"foil"	"0"	"221,888"	"0"	"0"	"0"	"0"	"0"	"0"
"LKA"	"dair"	"0"	"71,437"	"0"	"2"	"0"	"0"	"0"	"0"
"LKA"	"mmll"	"0"	"139,385"	"0"	"2"	"0"	"0"	"0"	"0"
"LKA"	"rmll"	"0"	"2,484,146"	"0"	"2"	"0"	"0"	"4"	"0"
"LKA"	"wmll"	"0"	"907,200"	"0"	"2"	"0"	"0"	"2"	"0"
"LKA"	"gmll"	"0"	"34,162"	"0"	"2"	"0"	"0"	"0"	"0"
"LKA"	"sref"	"0"	"162,444"	"0"	"1"	"0"	"0"	"0"	"0"
"LKA"	"pcof"	"0"	"268"	"0"	"5"	"0"	"0"	"0"	"0"
"LKA"	"food"	"0"	"312,864"	"0"	"2"	"0"	"0"	"1"	"0"
"LKA"	"beve"	"0"	"152,115"	"0"	"8"	"0"	"0"	"1"	"0"
"LSO"	"maiz"	"134,933"	"100,242"	"6,072"	"0"	"1"	"609"	"0"	"0"
"LSO"	"sorg"	"69,662"	"14,849"	"7,245"	"0"	"0"	"108"	"0"	"0"
"LSO"	"whea"	"9,773"	"9,511"	"3,506"	"0"	"0"	"33"	"0"	"0"
"LSO"	"ocer"	"229"	"315"	"1,807"	"120"	"0"	"1"	"0"	"0"
"LSO"	"puls"	"23,740"	"6,323"	"2,436"	"0"	"16"	"15"	"0"	"0"
"LSO"	"ipot"	"7,583"	"130,602"	"276"	"0"	"0"	"36"	"0"	"0"
"LSO"	"sugr"	"0"	"12"	"383"	"7"	"2"	"0"	"0"	"0"
"LSO"	"coff"	"0"	"0"	""	""	""	"0"	"0"	"0"
"LSO"	"catt"	"0"	"11,406"	"15,785"	"135"	"0"	"180"	"2"	"0"
"LSO"	"milk"	"0"	"170,000"	"1,243"	"94"	"1"	"211"	"16"	"0"
"LSO"	"poul"	"0"	"1,840"	"5,635"	"30"	"15"	"10"	"0"	"0"
"LSO"	"eggs"	"0"	"1,052"	"4,640"	"40"	"13"	"5"	"0"	"0"
"LSO"	"smlr"	"0"	"11,606"	"5,895"	"233"	"0"	"68"	"3"	"0"
"LSO"	"oliv"	"0"	"9,305"	"4,103"	"146"	"8"	"38"	"1"	"0"
"LSO"	"aqua"	"0"	"1"	"1,629"	"179"	"166"	"0"	"0"	"0"
"LSO"	"meat"	"0"	"4,399"	"0"	"0"	"0"	"0"	"0"	"0"
"LSO"	"fveg"	"0"	"539"	"0"	"2"	"0"	"0"	"0"	"0"
"LSO"	"foil"	"0"	"1,102"	"0"	"0"	"0"	"0"	"0"	"0"
"LSO"	"mmll"	"0"	"175,680"	"0"	"2"	"0"	"0"	"0"	"0"
"LSO"	"wmll"	"0"	"43,535"	"0"	"2"	"0"	"0"	"0"	"0"
"LSO"	"gmll"	"0"	"14,569"	"0"	"2"	"0"	"0"	"0"	"0"
"LSO"	"food"	"0"	"23,507"	"0"	"2"	"0"	"0"	"0"	"0"
"LSO"	"beve"	"0"	"53,255"	"0"	"8"	"0"	"0"	"0"	"0"
"LTU"	"maiz"	"13,390"	"87,587"	"1,645"	"1"	"1,660"	"144"	"0"	"145"
"LTU"	"whea"	"998,800"	"3,458,437"	"1,296"	"0"	"22"	"4,481"	"0"	"75"
"LTU"	"ocer"	"245,040"	"453,476"	"1,935"	"4"	"52"	"877"	"2"	"23"
"LTU"	"puls"	"188,040"	"579,907"	"1,142"	"0"	"0"	"662"	"0"	"0"
"LTU"	"oils"	"211,800"	"444,236"	"3,048"	"0"	"8"	"1,354"	"0"	"4"
"LTU"	"ipot"	"18,690"	"296,229"	"211"	"0"	"7"	"63"	"0"	"2"
"LTU"	"leaf"	"3,650"	"79,107"	"401"	"3"	"39"	"32"	"0"	"3"
"LTU"	"vege"	"4,740"	"149,115"	"431"	"5"	"50"	"64"	"1"	"7"
"LTU"	"sugr"	"15,540"	"888,616"	"380"	"0"	"24"	"337"	"0"	"21"
"LTU"	"cott"	"1,500"	"1,500"	"4,372"	"14"	"0"	"7"	"0"	"0"
"LTU"	"frui"	"18,380"	"108,167"	"795"	"1"	"0"	"86"	"0"	"0"
"LTU"	"ocrp"	"0"	"3,587"	"240"	"3"	"10"	"1"	"0"	"0"
"LTU"	"catt"	"0"	"41,660"	"5,537"	"136"	"80"	"231"	"6"	"3"
"LTU"	"milk"	"0"	"1,571,841"	"862"	"20"	"29"	"1,355"	"31"	"46"
"LTU"	"poul"	"0"	"134,293"	"3,757"	"27"	"166"	"505"	"4"	"22"
"LTU"	"eggs"	"0"	"54,510"	"4,037"	"28"	"170"	"220"	"2"	"9"
"LTU"	"smlr"	"0"	"1,227"	"1,763"	"96"	"0"	"2"	"0"	"0"
"LTU"	"oliv"	"0"	"76,890"	"4,539"	"153"	"140"	"349"	"12"	"11"
"LTU"	"aqua"	"0"	"5"	"1,629"	"179"	"166"	"0"	"0"	"0"
"LTU"	"fish"	"0"	"89"	"0"	"0"	"0"	"0"	"0"	"0"
"LTU"	"meat"	"0"	"143,859"	"0"	"0"	"0"	"0"	"0"	"0"
"LTU"	"fsea"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"
"LTU"	"fveg"	"0"	"23,775"	"0"	"2"	"0"	"0"	"0"	"0"
